paper_id	affiliations	author_area_id	author_area_label
anguera13_interspeech	['telefonica research, edificio telefonica-diagonal 00, barcelona, spain']	10	Spoken Language Understanding, Dialog Systems, Spoken Information Retrieval, and Other Applications
can13_interspeech	['department of computer science and 2department of electrical engineering,', 'university of southern california, los angeles, ca']	10	Spoken Language Understanding, Dialog Systems, Spoken Information Retrieval, and Other Applications
katsurada13_interspeech	['toyohashi university of technology, toyohashi, japan', 'aichi prefectural university, nagakute, japan', 'waseda university, tokyo, japan']	10	Spoken Language Understanding, Dialog Systems, Spoken Information Retrieval, and Other Applications
mandal13_interspeech	['speech technology and research laboratory, sri international, menlo park, california, usa']	10	Spoken Language Understanding, Dialog Systems, Spoken Information Retrieval, and Other Applications
abad13_interspeech	['l2f - spoken language systems laboratory, inesc-id lisboa, portugal', 'gtts, dept. electricity and electronics, university of the basque country upv/ehu, spain']	10	Spoken Language Understanding, Dialog Systems, Spoken Information Retrieval, and Other Applications
narumi13_interspeech	['iwate prefectural university, japan', 'tsukuba university, japan', 'national institute of advanced industrial science and technology, japan']	10	Spoken Language Understanding, Dialog Systems, Spoken Information Retrieval, and Other Applications
kane13_interspeech	['phonetics and speech laboratory,', 'school of linguistic, speech and communication sciences,', 'trinity college, dublin']	5	Analysis of Speech, Audio Signals, Speech Coding, Speech Enhancement
kawahara13_interspeech	['department of design information sciences, wakayama university, japan', 'faculty of engineering, university of yamanashi, japan', 'nara advanced institute of science and technology, japan']	5	Analysis of Speech, Audio Signals, Speech Coding, Speech Enhancement
lee13_interspeech	['†department of electrical and electronics engineering, yonsei university, seoul, south korea', '‡microsoft research asia, beijing, china']	5	Analysis of Speech, Audio Signals, Speech Coding, Speech Enhancement
ramesh13_interspeech	['department of electronics and electrical engineering,', 'indian institute of technology guwahati, guwahati 781039, india,', 'cen, amrita university, coimbatore']	5	Analysis of Speech, Audio Signals, Speech Coding, Speech Enhancement
gowda13_interspeech	['department of signal processing and acoustics, aalto university, finland']	5	Analysis of Speech, Audio Signals, Speech Coding, Speech Enhancement
hezard13_interspeech	['institut de recherche et de creation acoustique-musique', '(ircam - cnrs umr 9912 - upmc), paris, france', 'lutherie-acoustique-musique (lam) - institut jean le rond dalembert (ijlra), paris, france']	5	Analysis of Speech, Audio Signals, Speech Coding, Speech Enhancement
godoy13_interspeech	['foundation of research and technology hellas, institute of computer science, crete, greece']	5	Analysis of Speech, Audio Signals, Speech Coding, Speech Enhancement
