paper_id	affiliations
alluri17_interspeech	['speech processing laboratory, kcis', 'international institute of information technology, hyderabad, india']
hartmann17_interspeech	['raytheon bbn technologies, cambridge, ma, usa']
wong17_interspeech	
cui17_interspeech	['ibm t j. watson research center, yorktown heights, ny 10598, usa']
ma17_interspeech	['raytheon bbn technologies, cambridge, ma, usa']
saon17_interspeech	['ibm watson, yorktown heights, usa', 'ibm research - tokyo, japan', 'appen, sydney, australia']
stolcke17_interspeech	['microsoft ai and research, redmond, wa, usa']
petukhova17_interspeech	['spoken language systems group, saarland university, germany', 'tilburg center for communication and cognition, tilburg university, the netherlands']
bone17_interspeech	['signal analysis and interpretation laboratory (sail), usc, los angeles, ca, usa', 'face lab, emerson college, boston, ma, usa', 'department of communication sciences and disorders, emerson college, boston, ma, usa']
burmania17_interspeech	['multimodal signal processing (msp) lab, department of electrical and computer engineering', 'the university of texas at dallas, richardson tx 75080, usa']
fotedar17_interspeech	['electrical engineering, indian institute of science, bangalore 560012, india']
huang17_interspeech	['human language technology department, institute for infocomm research, singapore', 'national engineering research center for e-learning, central china normal university', 'ece department, national university of singapore, singapore']
dohen17_interspeech	['univ. grenoble alpes, cnrs, gipsa-lab, f-38000 grenoble, france', 'uromems sas, f-38000 grenoble, france']
guzewich17_interspeech	['electrical and computer engineering department, binghamton university, binghamton ny, usa']
bulling17_interspeech	['daimler ag, d-89081 ulm, germany', 'kiel university, d-24143 kiel, germany']
franzen17_interspeech	['institute for communications technology, technische universitat braunschweig,', 'schleinitzstr. 22', ' braunschweig, germany']
wang17b_interspeech	['crss lab, dept. electrical engineering', 'the university of texas at dallas', 'richardson, texas 75080']
ayllon17_interspeech	['r&d department, fonetic, spain', 'signal theory and communications department, university of alcala, spain']
wu17_interspeech	['department of electrical and computer engineering', 'national chiao tung university, hsinchu, taiwan 300, r.o.c.', 'department of otolaryngology', 'hualien tzu chi hospital, hualian city, hualien county, taiwan 970, r.o.c.']
hermes17_interspeech	['university of illinois at urbana-champaign']
elie17_interspeech	['inria/cnrs/universite de lorraine, france']
frej17_interspeech	['the marcs institute, western sydney university, australia', 'haskins laboratories, new haven, connecticut, usa']
turco17_interspeech	['universite sorbonne-nouvelle paris 3 - laboratoire de phonetique et phonologie', '(lpp), umr 7018', ' rue des bernardins, paris, france']
jones17_interspeech	['marcs institute for brain, behaviour & development, western sydney university, australia', 'department of linguistics, macquarie university, australia']
dutta17_interspeech	['dept. of computational linguistics, the efl university, hyderabad', 'university of illinois at urbana-champaign', 'university of florida, gainesville', 'indian institute of technology guwahati']
cabral17_interspeech	['school of computer science & statistics, trinity college dublin, ireland', 'school of information & communication studies, university college dublin, ireland']
gully17_interspeech	['audio lab, department of electronics, university of york, uk', 'department of scientific and engineering simulation, nagoya institute of technology, japan']
maguer17_interspeech	['computational linguistics & phonetics, saarland university, germany', 'multimodal computing and interaction, saarland university, germany', 'german research center for artificial intelligence (dfki gmbh), saarbrucken, germany']
alexander17_interspeech	['signal analysis & interpretation laboratory (sail)', 'university of southern california, los angeles, ca, usa']
mendelson17_interspeech	['kth royal institute of technology, sweden', 'cereproc ltd. and university of edinburgh, uk']
cao17_interspeech	['speech disorders & technology lab, department of bioengineering', 'callier center for communication disorders', 'university of texas at dallas, richardson, texas, united states', 'center for spoken language understanding, oregon health & science university', 'department of otolaryngology - head and neck surgery', 'university of texas southwestern medical center, dallas, texas, united states']
ma17b_interspeech	['graduate center, the city university of new york, ny, usa', 'google inc, new york, ny, usa']
oualil17_interspeech	['spoken language systems (lsv)', 'collaborative research center on information density and linguistic encoding', 'saarland university, saarbrucken, germany']
chen17b_interspeech	['university of cambridge engineering department', 'chinese university of hong kong']
huang17b_interspeech	['ibm thomas j watson research center, yorktown heights, ny, usa']
kurata17_interspeech	['ibm research - tokyo, japan', 'ibm t j. watson research center, usa']
benes17_interspeech	
poorjam17_interspeech	['audio analysis lab, ad:mt, aalborg university, aalborg, dk', 'engineering and applied science, aston university, birmingham, uk', 'media lab, mit, cambridge, massachusetts, usa']
le17_interspeech	['university of michigan, ann arbor, mi 48109, usa', '†computer science and engineering, ‡university center for language and literacy']
garcia17_interspeech	['faculty of engineering, universidad de antioquia udea, medellin, colombia', 'pattern recognition lab, friedrich-alexander-universitat erlangen-nurnberg, germany', 'institute for infocomm research i2r, a*star, singapore', 'center for language and speech processing, johns hopkins university, baltimore, usa']
chien17_interspeech	['center for analysis and design of intelligent agents, reykjavik university, iceland']
pokorny17_interspeech	
vasquezcorrea17_interspeech	['faculty of engineering, university of antioquia udea, calle 70 no. 52-21, medellin, colombia.', 'pattern recognition lab, friedrich-alexander-universitat erlangen-nurnberg, germany.']
bai17_interspeech	['department of electronic electrical and systems engineering,', 'the university of birmingham, birmingham b15 2tt, uk']
chen17c_interspeech	['school of electrical engineering and telecommunications', 'the university of new south wales, unsw sydney, nsw 2052, australia', 'data61 csiro, australia']
vijayan17_interspeech	['department of electrical and computer engineering, national university of singapore, singapore', 'department of electrical engineering, indian institute of science, bangalore, india']
meireles17_interspeech	['federal university of espirito santo, brazil', 'university of kansas, usa', 'university of sao paulo, brazil']
nataraj17_interspeech	['dept. of electrical engineering, indian institute of technology bombay, mumbai 400076, india']
backstrom17_interspeech	['aalto university, department of signal processing and acoustics, espoo, finland']
ghosh17_interspeech	['loria/cnrs, nancy, france', 'speech cognition - e.a. 1339, lilpa, university of strasbourg, france']
jacewicz17_interspeech	['department of speech and hearing science, the ohio state university, columbus, oh, usa']
yoneyama17_interspeech	['daito bunka university, japan', 'sophia university, japan', 'hosei university, japan']
maastricht17_interspeech	['tilburg center for communication and cognition, tilburg university, the netherlands', 'radboud university, nijmegen, the netherlands']
takiguchi17_interspeech	['bunkyo gakuin university, japan']
zhang17_interspeech	['institute of cross-linguistic processing and cognition, school of foreign languages,', 'shanghai jiao tong university, china']
kim17_interspeech	['google speech']
kinoshita17_interspeech	['ntt communication science labs, ntt corporation']
ichikawa17_interspeech	['watson multimodal, ibm, tokyo 103-8510, japan', 'watson multimodal, ibm, yorktown heights, ny 10598, usa']
tu17_interspeech	['university of science and technology of china, hefei, anhui, china', 'iflytek research, hefei, anhui, china', 'georgia institute of technology, atlanta, georgia, usa']
li17c_interspeech	['google, inc. u.s.a']
mirsamadi17_interspeech	['center for robust speech systems (crss)', 'the university of texas at dallas, richardson, tx 75080-3020, u.s.a.']
morise17_interspeech	['faculty of engineering, university of yamanashi, japan']
loweimi17_interspeech	['speech and hearing research group (spandh), university of sheffield, sheffield, uk']
stone17_interspeech	['institute of acoustics and speech communication, technische universitat dresden, germany']
kawahara17_interspeech	['wakayama university, japan', 'health science university of hokkaido, japan', 'university of yamanashi, japan', 'meijo university, japan', 'graduate school of information science, nagoya university, japan']
kumar17_interspeech	['department of electronics and communication engineering', 'national institute of technology patna, india.']
alradhi17_interspeech	['department of telecommunication and media informatics', 'budapest university of technology and economics, budapest, hungary', 'mta-elte lendulet lingual articulation research group, budapest, hungary']
wu17b_interspeech	['investigation bureau, ministry of justice, r.o.c', 'research center for information technology innovation, academia sinica, r.o.c', 'dept of electrical engineering, national chi nan university, r.o.c', 'department of electrical engineering, yuan ze university, r.o.c', 'institute of information science, academia sinica, r.o.c']
sharma17_interspeech	['dept. of electronics and electrical engineering, indian institute of technology guwahati,', 'guwahati-781039,']
laine17_interspeech	['aalto university, espoo, finland', 'unto.laine(at)aalto.fi']
kroos17_interspeech	['centre for vision, speech and signal processing (cvssp)', 'university of surrey', 'guildford, surrey, gu2 7xh, uk']
dai17_interspeech	['national laboratory of pattern recognition, institute of automation, chinese academy of', 'sciences,beijing, china', 'university of chinese academy of sciences, beijing, china']
khonglah17_interspeech	['department of electronics and electrical engineering', 'indian institute of technology (iit) guwahati, guwahati-781039, india', 'department of electronics and communication engineering', 'indian institute of information technology (iiit) dharwad']
guo17_interspeech	['department of electrical engineering, university of california, los angeles, ca', ', usa', 'snap inc., venice, ca, usa', 'google inc., mountain view, ca, usa']
xia17_interspeech	['school of electrical, electronic and computer engineering, the university of western australia', 'school of engineering and information technology, murdoch university']
jang17_interspeech	['media research division, electronics and telecommunications research institute, korea', 'department of electronics engineering, chungnam national university, korea']
sonowal17_interspeech	['samsung electronics co. ltd., south korea', 'department of ece, seoul national university, asri, south korea', 'department of ece, seoul national university, inmc, south korea']
ebbers17_interspeech	['paderborn university, germany', 'carnegie mellon university, united states']
zohrer17_interspeech	['intelligent systems group, signal processing and speech communication laboratory, graz', 'university of technology, austria']
mcauliffe17_interspeech	['department of linguistics, mcgill university, canada', 'department of linguistics, university of maryland, usa', 'centre for research on brain, language, and music, mcgill university, canada']
meenakshi17_interspeech	['electrical engineering, indian institute of science (iisc), bangalore, karnataka- 5600012, india']
williams17_interspeech	['google inc.']
zenkel17_interspeech	['carnegie mellon university; pittsburgh, pa; u.s.a.', 'karlsruhe institute of technology; karlsruhe, germany']
hadian17_interspeech	['department of computer engineering, sharif university of technology, iran', 'center for language and speech processing, johns hopkins university, usa', 'human language technology center of excellence, johns hopkins university, usa']
chorowski17_interspeech	['google brain, usa', 'nvidia, usa']
li17d_interspeech	"[""school of computer science, northwestern polytechnical university, xi'an, china"", 'tencent ai lab, seattle, usa']"
xiang17_interspeech	['key lab. of shanghai education commission for intelligent interaction and cognitive engineering', 'speechlab, department of computer science and engineering', 'brain science and technology research center', 'shanghai jiao tong university, shanghai, china']
chandrashekaran17_interspeech	['department of electrical and computer engineering,', 'carnegie mellon university, usa']
toyama17_interspeech	['graduate school of engineering, the university of tokyo']
pahuja17_interspeech	['ibm research - bangalore, india', 'ibm research - haifa, israel']
shen17_interspeech	['spoken language systems (lsv)', 'saarland university, saarbrucken, germany']
moro17_interspeech	['department of telecommunications and media informatics,', 'budapest university of technology and economics, budapest, hungary', 'spoken language systems group (lsv), saarland university, saarbrucken, germany']
wang17c_interspeech	['department of electrical and electronic engineering, southern university of science and', 'technology, shenzhen, china']
wang17d_interspeech	['department of electrical and electronic engineering, southern university of science and', 'technology, shenzhen, china']
ishida17_interspeech	['sophia university, japan,', 'japan society for the promotion of science, japan']
burchfield17_interspeech	['the marcs institute, western sydney university, australia', 'department of linguistics & languages, mcmaster university, canada']
davis17_interspeech	['the marcs institute, western sydney university, australia']
maslowski17_interspeech	['max planck institute for psycholinguistics, nijmegen, the netherlands', 'international max planck research school for language sciences, nijmegen, the netherlands', 'donders institute for brain, cognition and behaviour, radboud university, nijmegen, the', 'netherlands']
peres17_interspeech	['university of sao paulo, brazil', 'university of york, united kingdom']
guevararukoz17_interspeech	['ecole normale superieure - psl research university / ehess / cnrs / inria, france', 'school of medicine, federal university of minas gerais, brazil', 'laboratoire de phonetique et phonologie, umr7018 cnrs / sorbonne-nouvelle, france', 'graduate school of arts and sciences, the university of tokyo, japan']
matsui17_interspeech	['graduate school of systems engineering, wakayama university, japan', 'department of physiology, development, and neuroscience, university of cambridge, uk']
lorenzotrueba17_interspeech	['national institute of informatics, tokyo, japan', 'the university of edinburgh, edinburgh, uk']
niebuhr17_interspeech	['mads clausen institute, irca, university of southern denmark, soenderborg, denmark', 'dept. of general linguistics, kiel university, kiel, germany']
marques17_interspeech	['university of colorado at boulder, usa']
kim17b_interspeech	['university of hawai‘i at manoa, usa']
silva17_interspeech	['deti / ieeta, university of aveiro (aveiro, portugal)']
somandepalli17_interspeech	['signal analysis and interpretation laboratory, university of southern california, los angeles, usa']
asadiabadi17_interspeech	['multimedia, vision and graphics laboratory,', 'college of engineering, koc university, istanbul, turkey']
ananthapadmanabha17_interspeech	['voice and speech systems, malleswaram, bangalore, india', 'department of electrical engineering, indian institute of science, bangalore, india', 'department of electrical communication engineering, indian institute of science, bangalore, india']
sorensen17_interspeech	['shrikanth narayanan', 'university of southern california, los angeles, ca, usa']
cao17b_interspeech	['beijing language and culture university, china']
franken17_interspeech	['radboud university, donders institute for brain, cognition and behaviour, the netherlands', 'max planck institute for psycholinguistics, the netherlands']
peters17_interspeech	['centre for language studies, radboud university nijmegen, the netherlands']
lai17_interspeech	['department of linguistics, university of pennsylvania']
ito17_interspeech	['gipsa lab, cnrs, france', 'haskins laboratories, usa', 'mcgill university, canada']
renner17_interspeech	['department of linguistics', 'stockholm university', 'stockholm, sweden']
kyaw17_interspeech	['graduate school of fundamental science and engineering', 'department of pure and applied mathematics', 'waseda university, japan']
mehta17_interspeech	['ctr. for laryngeal surgery and voice rehab., mass. general hospital, boston, ma, usa', 'bioengineering systems and technologies, mit lincoln laboratory, lexington, ma, usa']
bandini17_interspeech	['university health network: toronto rehabilitation institute, toronto, canada', 'department of speech-language pathology, university of toronto, canada', 'brain sciences, sunnybrook research institute, toronto, canada']
sb17_interspeech	['indian institute of technology kharagpur, india']
romren17_interspeech	['oslo and akershus university college of applied sciences/university of oslo, norway', 'utrecht university, the netherlands']
zhou17_interspeech	['institute of automation, chinese academy of sciences', 'university of chinese academy of sciences']
siohan17_interspeech	['google, usa']
tong17_interspeech	['idiap research institute, martigny, switzerland', 'ecole polytechnique federale de lausanne (epfl), switzerland']
karafiat17_interspeech	
matassoni17_interspeech	['center for information and communication technology', 'fondazione bruno kessler, via sommarive 18, trento (italy)']
kim17c_interspeech	['school of electrical engineering, kaist, daejeon, republic of korea']
do17_interspeech	
joy17_interspeech	['indian institute of technology-madras, india']
samarakoon17_interspeech	['hong kong university of science and technology', 'google, inc']
fainberg17_interspeech	['the centre for speech technology research, university of edinburgh, united kingdom']
sproat17_interspeech	['google, new york, ny, usa', 'google, mountain view, ca, usa (now at nvidia)']
rendel17_interspeech	['ibm tj watson research center, yorktown heights, ny – usa', 'ibm haifa research lab, haifa – israel']
ijima17_interspeech	['ntt media intelligence laboratories, ntt corporation.']
ni17_interspeech	['advanced speech technology laboratory, astrec,', 'national institute of information and communications technology, japan']
fukuoka17_interspeech	['faculty of science and engineering, waseda university, japan']
huang17c_interspeech	['tsinghua-cuhk joint research center for media sciences, technologies and systems,', 'graduate school at shenzhen, tsinghua university, shenzhen 518055, china', 'department of systems engineering and engineering management,', 'the chinese university of hong kong, shatin, n.t., hong kong sar, china']
zheng17_interspeech	['national laboratory of pattern recognition,', 'cas center for excellence in brain science and intelligence technology,', 'institute of automation, chinese academy of sciences, china', 'school of computer and control engineering, university of chinese academy of science, china']
chen17d_interspeech	['key lab. of shanghai education commission for intelligent interaction and cognitive engineering', 'speechlab, department of computer science and engineering', 'brain science and technology research center', 'shanghai jiao tong university, shanghai, china']
chen17e_interspeech	['key lab. of shanghai education commission for intelligent interaction and cognitive engineering', 'speechlab, department of computer science and engineering', 'brain science and technology research center', 'shanghai jiao tong university, shanghai, china']
ribeiro17_interspeech	['centre for speech technology research, university of edinburgh, uk', 'national institute of informatics, tokyo, japan']
szekely17_interspeech	['kth royal institute of technology, sweden']
oktem17_interspeech	['universitat pompeu fabra, spain', 'catalan institute for research and advanced studies (icrea), spain']
vetchinnikova17_interspeech	['university of helsinki, finland']
jochim17_interspeech	['institute of phonetics and speech processing, ludwig-maximilians-universitat munchen, germany']
warlaumont17_interspeech	"['cognitive and information sciences, university of california, merced', 'washington state university and hearing oral program of excellence (hope) of spokane', 'duke university, usa', ""lscp, departement d'etudes cognitives, ens, ehess, cnrs, psl research university, paris,"", 'france.']"
bell17_interspeech	['the centre for speech technology research, university of edinburgh, eh8 9ab, uk']
bhat17_interspeech	['tcs innovation labs, mumbai, india', 'ali yavar jung national institute for speech and hearing disabilities, mumbai, india']
jaumardhakoun17_interspeech	['gerard', 'dreyfus1, francois-benoit vialatte1,2', 'espci paris, psl research university, paris, france', 'brain plasticity unit, cnrs 8249, paris, france', 'drew university, music department, madison, new jersey', 'college of saint elizabeth, music department, morristown, new jersey']
draxler17_interspeech	['institute of phonetics and speech processing, ludwig maximilian university munich, germany']
salimbajevs17_interspeech	['tilde, vienibas gatve 75a, riga, latvia', 'university of latvia, raina bulv. 19, riga, latvia']
park17_interspeech	['†human language technology center', 'department of electronic and computer engineering', 'hong kong university of science and technology', '∗emos technologies inc.']
lennes17_interspeech	['university of helsinki, finland', 'csc - it center for science, finland']
suzuki17_interspeech	['clr phonetics lab, university of aizu, japan']
allen17_interspeech	['professor of computer science, university of rochester', 'associate director of the institute for human and machine', 'cognition in pensacola florida', 'tuesday', ' august', ':30–9:30, aula magna', 'dialogue as collaborative problem solving']
stasak17_interspeech	['university of new south wales, australia', 'data61-csiro, sydney, australia', 'human-centred technology, university of canberra, canberra, australia']
novoa17_interspeech	['speech processing and transmission lab., universidad de chile', 'robust speech recognition group, ece dept., carnegie mellon university']
turker17_interspeech	['koc university, turkey']
baird17_interspeech	['chair of complex & intelligent systems, universitat passau, germany', 'machine intelligence & signal processing group, technische universitat munchen, germany', 'centre for research in autism and education, ucl institute of education, u.k.', 'machine learning group, imperial college london, u.k.']
oertel17_interspeech	['kth royal institute of technology, sweden']
lancia17_interspeech	['laboratoire de phonetique et phonologie, france', 'institut de neuroscience de la timone, france', 'laboratoire parole et langage, france']
delalez17_interspeech	"['limsi, cnrs, universite paris-saclay, b508, rue john von neumann, campus universitaire,', 'f-91405 orsay, france', ""sorbonne universites, upmc univ paris 06, cnrs, umr 7190, institut jean le rond d'alembert,"", 'place jussieu, f-75005, paris, france']"
saryazdi17_interspeech	['university of toronto, canada']
ishi17_interspeech	['atr/hil, japan', 'osaka university, japan']
ruede17_interspeech	['karlsruhe institute of technology, karlsruhe, germany', 'carnegie mellon university, pittsburgh, pa, usa']
raveh17_interspeech	['multimodal computing and interaction, saarland university, germany', 'computational linguistics & phonetics, saarland university, germany', 'german research center for artificial intelligence (dfki gmbh), saarbrucken, germany']
ebhotemhen17_interspeech	['spoken language systems group, saarland informatics campus, saarland university, germany']
niebuhr17b_interspeech	['mads clausen institute, university of southern denmark, soenderborg, denmark']
kouklia17_interspeech	['laboratoire de phonetique et phonologie, umr7018 cnrs/sorbonne-nouvelle, paris, france']
gallardo17_interspeech	['quality and usability lab, telekom innovation laboratories, tu berlin, germany']
ishi17b_interspeech	['atr/hil, japan', 'atr/irc, japan']
simpson17_interspeech	['institute of german linguistics, university of jena, germany', 'institute of music, media and speech studies, university of halle-wittenberg, germany']
schweitzer17_interspeech	['institute for natural language processing, university of stuttgart, germany']
weirich17_interspeech	['friedrich schiller university jena, germany']
soleraurena17_interspeech	['spoken language systems laboratory, inesc-id lisboa, lisboa, portugal', 'flul/clul, universidade de lisboa, lisboa, portugal', 'instituto universitario de lisboa (iscte-iul), lisboa, portugal', 'instituto superior tecnico, universidade de lisboa, lisboa, portugal', 'intelligent agents and synthetic characters group, inesc-id lisboa, lisboa, portugal', 'unbabel lda, portugal']
tatman17_interspeech	['the university of washington, united states', 'zonar systems, united states']
prabhavalkar17_interspeech	['google inc., u.s.a', 'nvidia, u.s.a.']
zeyer17_interspeech	['human language technology and pattern recognition, computer science department,', 'rwth aachen university', ' aachen, germany']
hori17_interspeech	['mitsubishi electric research laboratories', 'massachusetts institute of technology', 'carnegie mellon university']
lu17_interspeech	['†toyota technological institute at chicago, usa', '‡school of computer science, carnegie mellon university, usa', '§google deepmind, london, uk', '⋄computer science & engineering, university of washington, seattle, usa']
audhkhasi17_interspeech	['ibm t j. watson research center, yorktown heights, ny']
li17e_interspeech	['google inc., u.s.a']
lucero17_interspeech	['dept. computer science, university of brasilia, brasilia df 70910-900, brazil']
sivaraman17_interspeech	['university of maryland college park, usa', 'university of groningen, netherlands']
arai17_interspeech	['department of information and communication sciences', 'sophia university, tokyo, japan']
badino17_interspeech	['istituto italiano di tecnologia, italy', 'university college london, uk', 'johns hopkins university, md,usa']
uchida17_interspeech	['the university of tokyo', '-3-1, hongo, bunkyo-ku, tokyo', '-8656 japan']
sorensen17b_interspeech	['signal analysis and interpretation lab, university of southern california, los angeles, ca, usa', 'department of linguistics, university of southern california, los angeles, ca, usa']
snyder17_interspeech	['center for language and speech processing & human language technology center of excellence,', 'the johns hopkins university, usa']
villalba17_interspeech	['center for language and speech processing, johns hopkins university, baltimore, md, usa', 'nuance communications, inc., south africa']
ranjan17_interspeech	['center for robust speech systems (crss)', 'the university of texas at dallas, richardson, tx, usa']
shon17_interspeech	['school of electrical engineering, korea university, south korea', 'dept. of visual information processing, korea university, south korea', 'dept. of computer science and engineering, incheon national university, south korea']
khosravani17_interspeech	['laboratory for intelligent multimedia processing (limp)', 'amirkabir university of technology (aut), iran']
jorrin17_interspeech	['nuance communications, inc.']
aare17_interspeech	['university of tartu, estonia', 'university of helsinki, finland', 'stockholm university, sweden']
yanushevskaya17_interspeech	['trinity college dublin, ireland']
kalita17_interspeech	['department of electronics and electrical engineering', 'department of humanities and social sciences', 'center for linguistic science and technology', 'indian institute of technology guwahati', 'guwahati 781039, india']
mokhtari17_interspeech	['center for information and neural networks (cinet)', 'national institute of information and communications technology (nict), japan']
sheena17_interspeech	['department of computer science, bar-ilan university, ramat-gan, israel', 'department of english, aarhus university, denmark']
nara17_interspeech	['university of toronto, canada']
wang17e_interspeech	['national institute of informatics, japan', 'sokendai university, japan', 'university of edinburgh, uk']
klimkov17_interspeech	['amazon.com']
tanaka17_interspeech	['graduate school of information science, nara institute of science and technology, japan', 'ntt communication science laboratories, ntt corporation, japan', 'information technology center, nagoya university, japan']
hojo17_interspeech	['ntt media intelligence laboratories, ntt corporation, japan', 'the university of tokyo, japan', 'ntt communication science laboratories, ntt corporation, japan']
malisz17_interspeech	['department of speech, music and hearing, kth, stockholm, sweden', 'stts – sodermalms talteknologiservice ab, stockholm, sweden']
betz17_interspeech	['bielefeld university, bielefeld, germany', 'citec, bielefeld, germany']
satt17_interspeech	['ibm research-haifa, israel', 'technion-israel institute of technology, israel']
zhang17b_interspeech	['ntt media intelligence laboratories, ntt corporation, japan', 'school of electrical and computer engineering,', 'georgia tech, north ave nw, atlanta', ', ga, usa']
gideon17_interspeech	['∗', ', zakaria aldeneh1,', 'dimitrios dimitriadis2, emily mower provost1', 'university of michigan at ann arbor', 'ibm t j. watson research center']
parthasarathy17_interspeech	['multimodal signal processing (msp) lab, department of electrical and computer engineering', 'the university of texas at dallas, richardson tx 75080, usa']
le17b_interspeech	['university of michigan, ann arbor, mi 48109, usa', 'computer science and engineering']
kim17d_interspeech	['human media interaction, university of twente, enschede, the netherlands']
tamamori17_interspeech	['institute of innovation for future society, nagoya university, japan', 'graduate school of information science, nagoya university, japan', 'information technology center, nagoya university, japan']
gu17_interspeech	['national engineering laboratory for speech and language information processing', 'university of science and technology of china, hefei, p.r.china']
takaki17_interspeech	['national institute of informatics, japan.', 'ntt communication science laboratories, nippon telegraph and telephone corporation, japan.', 'the centre for speech technology research, university of edinburgh, united kingdom.']
ronanki17_interspeech	['the centre for speech technology research (cstr), university of edinburgh, uk']
kobayashi17_interspeech	['information technology center, nagoya university, japan', 'graduate school of information science, nagoya university, japan', 'institute of innovation for future society, nagoya university, japan']
wan17_interspeech	['google, london, uk']
kain17_interspeech	['center for spoken language understanding, oregon health & science university', 'portland, or, usa', 'university at buffalo, buffalo, ny, usa']
irino17_interspeech	['faculty of systems engineering, wakayama university,', 'department of physiology, development, and neuroscience, university of cambridge']
bosch17_interspeech	['radboud university nijmegen, nl', 'max planck institute for psycholinguistics']
jahromi17_interspeech	['⋆dept. of electronic systems, aalborg university, fredrik bajers vej 7', ' aalborg, denmark', '†oticon a/s, kongebakken 9, dk-2765 smoerum, denmark']
huber17_interspeech	['medizinische physik and cluster of excellence hearing4all, carl von ossietzky universitat', 'oldenburg, oldenburg, germany']
neufeld17_interspeech	['university of maryland']
wang17f_interspeech	['university of science and technology of china, hefei, anhui, p r. china', 'georgia institute of technology, atlanta, ga. usa']
higuchi17_interspeech	['ntt communication science laboratories, ntt corporation, kyoto, japan']
pirhosseinloo17_interspeech	
chien17b_interspeech	
andrei17_interspeech	['university “politehnica” of bucharest']
li17f_interspeech	['key laboratory of speech acoustics and content understanding,', 'institute of acoustics, chinese academy of sciences, beijing 1001090, china', 'university of chinese academy of sciences, china', 'xinjiang laboratory of minority speech and language information processing']
