paper_id	affiliations	author_area_id	author_area_label
li20_interspeech	['microsoft speech and language group', 'microsoft research asia']	8	Speech Recognition: Signal Processing, Acoustic Modeling, Robustness, Adaptation
gao20_interspeech	['speech lab, alibaba damo academy', 'ict cluster, singapore institute of technology']	8	Speech Recognition: Signal Processing, Acoustic Modeling, Robustness, Adaptation
jain20_interspeech	['facebook ai, usa']	8	Speech Recognition: Signal Processing, Acoustic Modeling, Robustness, Adaptation
pan20_interspeech	['asapp inc.']	8	Speech Recognition: Signal Processing, Acoustic Modeling, Robustness, Adaptation
kadetotad20_interspeech	['school of ecee, arizona state university', 'starkey hearing technologies']	8	Speech Recognition: Signal Processing, Acoustic Modeling, Robustness, Adaptation
lohrenz20_interspeech	['technische universitat braunschweig', 'institute for communications technology', 'schleinitzstr. 22', ' braunschweig, germany']	8	Speech Recognition: Signal Processing, Acoustic Modeling, Robustness, Adaptation
pham20_interspeech	['interactive systems lab, karlsruhe institute of technology, karlsruhe, germany', 'johns hopkins university, baltimore, maryland', 'department of data science and knowledge engineering (dke), maastricht university', 'carnegie mellon university, pittsburgh pa, usa']	8	Speech Recognition: Signal Processing, Acoustic Modeling, Robustness, Adaptation
kanda20_interspeech	['microsoft corp.']	8	Speech Recognition: Signal Processing, Acoustic Modeling, Robustness, Adaptation
fukuda20_interspeech	['ibm research ai', 'chuo-ku hakozaki, tokyo', '-8510, japan', 'yorktown heights, ny, usa']	8	Speech Recognition: Signal Processing, Acoustic Modeling, Robustness, Adaptation
park20_interspeech	['department of electrical and computer engineering', 'seoul national university']	8	Speech Recognition: Signal Processing, Acoustic Modeling, Robustness, Adaptation
li20b_interspeech	['nlpr, institute of automation, chinese academy of sciences, china', 'school of artificial intelligence, university of chinese academy of sciences, china', 'huawei technologies, china']	6	Speech Coding and Enhancement
xu20_interspeech	['tencent ai lab, bellevue, wa, usa', 'tencent ai lab, shenzhen, china']	6	Speech Coding and Enhancement
li20c_interspeech	['university of tsukuba', 'microsoft corporation']	6	Speech Coding and Enhancement
yu20_interspeech	['tencent ai lab, bellevue, wa, usa', 'tencent ai lab, shenzhen, china']	6	Speech Coding and Enhancement
huang20_interspeech	['speech lab, alibaba damo academy']	6	Speech Coding and Enhancement
qi20_interspeech	['electrical and computer engineering, georgia institute of technology, atlanta, ga, usa', 'computer engineering school, university of enna, italy', 'tencent media lab, tencent corporation, shenzhen, guangdong, china']	6	Speech Coding and Enhancement
wu20_interspeech	"['audio, speech and language processing group (aslp), school of computer science,', ""northwestern polytechnical university, xi'an, china"", 'microsoft, stca, beijing, china', 'microsoft, one microsoft way, redmond, wa, usa']"	6	Speech Coding and Enhancement
nakagome20_interspeech	['department of communications and computer engineering, waseda university, tokyo, japan', 'line corporation, tokyo, japan']	6	Speech Coding and Enhancement
nakatani20_interspeech	['ntt corporation, japan']	6	Speech Coding and Enhancement
tu20_interspeech	['university of science and technology of china, hefei, anhui, p r. china', 'georgia institute of technology, atlanta, georgia, usa']	6	Speech Coding and Enhancement
youssef20_interspeech	['aix marseille universite, universite de toulon, cnrs, lis, umr7020, marseille, france', 'aix marseille universite, cnrs, lpl, france', 'institut universitaire de france, paris, france', 'aix marseille universite, cnrs, int, umr7289, marseille, france']	1	Speech Perception, Production and Acquisition
zhou20_interspeech	['japan advanced institute of science and technology, japan', 'college of intelligence and computing, tianjin key laboratory of cognitive computing and', 'application, tianjin university, china']	1	Speech Perception, Production and Acquisition
lian20_interspeech	"['cas key laboratory of human-machine intelligence-synergy systems, shenzhen institutes of', 'advanced technology, chinese academy of sciences, china', 'guangdong-hong kong-macao joint laboratory of human-machine intelligence-synergy', 'systems, shenzhen institutes of advanced technology, chinese academy of sciences, china', 'speech science laboratory, university of hong kong, china', ""department of neurology, shenzhen luohu people's hospital, china""]"	1	Speech Perception, Production and Acquisition
fu20_interspeech	['department of machine intelligence, speech and hearing research center, and key laboratory of', 'machine perception (ministry of education), peking university, beijing, china']	1	Speech Perception, Production and Acquisition
wang20_interspeech	['department of electrical and electronic engineering, southern university of science and', 'technology, shenzhen, china', 'department of electrical and electronic engineering, the university of hong kong, hk sar,', 'china']	1	Speech Perception, Production and Acquisition
zhao20_interspeech	['japan advanced institute of science and technology, japan', 'college of intelligence and computing, tianjin university, china']	1	Speech Perception, Production and Acquisition
bosch20_interspeech	['center for language studies, radboud university, nijmegen, the netherlands']	1	Speech Perception, Production and Acquisition
talkar20_interspeech	['speech and hearing bioscience and technology, harvard university, boston, ma, usa', 'mit lincoln laboratory, lexington, ma, usa', 'worcester polytechnic institute, worcester, ma, usa', 'spaulding rehabilitation hospital, boston, ma, usa']	1	Speech Perception, Production and Acquisition
shor20_interspeech	['google research, israel', 'google research, mountain view', 'google research, zurich']	5	Analysis of Speech and Audio Signals
rajan20_interspeech	['college of engineering, trivandrum, kerala,india', 'rajiv gandhi institute of technology, kottayam, india']	5	Analysis of Speech and Audio Signals
dai20_interspeech	['school of information science, beijing language and culture university, china', 'institute of acoustics and speech communication, tu dresden, germany', 'national laboratory of pattern recognition, institute of automation, chinese academy of', 'sciences, china', 'mig, tencent science and technology ltd., beijing, china']	5	Analysis of Speech and Audio Signals
hu20_interspeech	['utrecht university, the netherlands', 'digital humanities lab, utrecht university, the netherlands', 'avans university of applied sciences, the netherlands', 'radboud university, the netherlands']	5	Analysis of Speech and Audio Signals
gresse20_interspeech	['lia, avignon university, france']	5	Analysis of Speech and Audio Signals
yegnanarayana20_interspeech		5	Analysis of Speech and Audio Signals
gump20_interspeech	['computer science and artificial intelligence laboratory', 'massachusetts institute of technology', 'cambridge, ma, usa']	5	Analysis of Speech and Audio Signals
tran20_interspeech	['microsoft corporation']	5	Analysis of Speech and Audio Signals
setlur20_interspeech	['†carnegie mellon university']	5	Analysis of Speech and Audio Signals
takeuchi20_interspeech	['graduate school of information science and technology, the university of tokyo', 'ntt corporation, japan']	5	Analysis of Speech and Audio Signals
ai20_interspeech	['national engineering laboratory for speech and language information processing', 'university of science and technology of china, hefei, p.r.china']	7	Speech Synthesis and Spoken Language Generation
tian20_interspeech	['tencent, china']	7	Speech Synthesis and Spoken Language Generation
yang20_interspeech	['speech ai lab, ncsoft, republic of korea', 'school of csee, handong global university, republic of korea']	7	Speech Synthesis and Spoken Language Generation
kanagawa20_interspeech	['ntt corporation, japan']	7	Speech Synthesis and Spoken Language Generation
hsu20_interspeech	['college of electrical engineering and computer science, national taiwan university', 'graduate institute of communication engineering, national taiwan university']	7	Speech Synthesis and Spoken Language Generation
stephenson20_interspeech	['universite grenoble alpes, cnrs, grenoble inp, gipsa-lab', ' grenoble, france', 'lig, uga, g-inp, cnrs, inria, grenoble, france']	7	Speech Synthesis and Spoken Language Generation
popov20_interspeech	['bushaev, vladimir kryzhanovskiy, denis parkhomenko', 'huawei technologies co. ltd., russia']	7	Speech Synthesis and Spoken Language Generation
song20_interspeech	['jd ai research']	7	Speech Synthesis and Spoken Language Generation
maguer20_interspeech	['sigmedia lab, adapt centre, ee engineering, trinity college dublin, ireland']	7	Speech Synthesis and Spoken Language Generation
paul20_interspeech	['computer science department, university of crete', 'inst. of applied and computational mathematics, foundation for research and technology - hellas']	7	Speech Synthesis and Spoken Language Generation
liu20_interspeech	['moe key lab of artificial intelligence', 'speechlab, department of computer science and engineering, ai institute', 'shanghai jiao tong university, shanghai']	7	Speech Synthesis and Spoken Language Generation
gretter20_interspeech	['fondazione bruno kessler (fbk), trento, italy', 'educational testing service, princeton, usa']	13	Special Sessions
lo20_interspeech	['national taiwan normal university']	13	Special Sessions
knill20_interspeech	['alta institute, cambridge university engineering department', 'trumpington street, cambridge, cb2 1pz, uk.']	13	Special Sessions
kathania20_interspeech	['department of signal processing and acoustics, aalto university, finland']	13	Special Sessions
shahin20_interspeech	['unsw, school of electrical engineering and telecommunications, sydney, australia', 'data61, csiro, tasmania, australia']	13	Special Sessions
horiguchi20_interspeech		4	Speaker and Language Identification
medennikov20_interspeech		4	Speaker and Language Identification
aronowitz20_interspeech	['ibm research ai, haifa, israel', 'ibm research ai, yorktown heights, new york, usa', 'ibm research ai, tokyo, japan']	4	Speaker and Language Identification
lin20_interspeech	['data science research center, duke kunshan university, kunshan, china', 'school of computer science, wuhan university, wuhan, china', 'school of electronics and information technology, sun yat-sen university, guangzhou, china']	4	Speaker and Language Identification
wang20b_interspeech	['university of toronto, canada', 'vector institute, canada', 'microsoft, usa']	4	Speaker and Language Identification
singh20_interspeech	['learning and extraction of acoustic patterns (leap) lab, indian institute of science.']	4	Speaker and Language Identification
chung20_interspeech	['visual geometry group, department of engineering science, university of oxford, uk', 'naver corporation, south korea', 'http://www.robots.ox.ac.uk/˜vgg/data/voxconverse']	4	Speaker and Language Identification
zhang20_interspeech	['moe key lab of artificial intelligence', 'speechlab, department of computer science and engineering', 'ai institute, shanghai jiao tong university, shanghai']	8	Speech Recognition: Signal Processing, Acoustic Modeling, Robustness, Adaptation
du20_interspeech	['school of computer science and technology, harbin institute of technology, china', 'department of computer science, inner mongolia university, china']	8	Speech Recognition: Signal Processing, Acoustic Modeling, Robustness, Adaptation
bruguier20_interspeech	['google llc, usa']	8	Speech Recognition: Signal Processing, Acoustic Modeling, Robustness, Adaptation
andrusenko20_interspeech	['itmo university, st. petersburg, russia', 'stc-innovations ltd, st. petersburg, russia']	8	Speech Recognition: Signal Processing, Acoustic Modeling, Robustness, Adaptation
zhang20b_interspeech	['moe key lab of artificial intelligence & speechlab, department of computer science and', 'engineering, ai institute, shanghai jiao tong university, shanghai', 'center for language and speech processing, johns hopkins university, usa']		
qiu20_interspeech	['university of oxford, united-kingdom', 'samsung ai, cambridge, united-kingdom', 'mila, universite de montreal, canada', 'lia, avignon university, france']	8	Speech Recognition: Signal Processing, Acoustic Modeling, Robustness, Adaptation
chen20_interspeech	['∗', ',2 , qian shi1,2, zuozhen liu1,2', 'key laboratory of speech acoustics & content understanding, institute of acoustics, cas, china', 'university of chinese academy of sciences, beijing, china']	8	Speech Recognition: Signal Processing, Acoustic Modeling, Robustness, Adaptation
wang20c_interspeech	['microsoft, one microsoft way, redmond, wa, usa']	8	Speech Recognition: Signal Processing, Acoustic Modeling, Robustness, Adaptation
horiguchi20b_interspeech	['hitachi, ltd.']	8	Speech Recognition: Signal Processing, Acoustic Modeling, Robustness, Adaptation
deadman20_interspeech	['department of computer science, university of sheffield, uk']	8	Speech Recognition: Signal Processing, Acoustic Modeling, Robustness, Adaptation
botelho20_interspeech	['inesc-id/instituto superior tecnico (ist), university of lisbon, portugal', 'cognitive systems lab (csl), university of bremen, germany', 'chair of embedded intelligence for health care and wellbeing, universitat augsburg, germany', 'glam – group on language, audio, & music, imperial college london, uk']	3	Analysis of Paralinguistics in Speech and Language
zhang20c_interspeech	['department of computer science, columbia university, usa']	3	Analysis of Paralinguistics in Speech and Language
pan20b_interspeech	['institute of data science, nus, singapore', 'graduate school for integrative sciences and engineering, nus, singapore', 'department of electrical and computer engineering,', 'national university of singapore (nus), singapore', 'osaka university, osaka, japan']	3	Analysis of Paralinguistics in Speech and Language
shen20_interspeech		3	Analysis of Paralinguistics in Speech and Language
chen20b_interspeech	['zhejiang university, no.38 zheda road, hangzhou, china', 'hithink royalflush information network co., ltd., hangzhou, china']	3	Analysis of Paralinguistics in Speech and Language
liu20b_interspeech	['speechx limited, shenzhen, china', 'the chinese university of hong kong, hong kong sar, china']	3	Analysis of Paralinguistics in Speech and Language
khare20_interspeech	['amazon.com, sunnyvale, ca']	3	Analysis of Paralinguistics in Speech and Language
li20d_interspeech	['department of electrical engineering, national tsing hua university', 'most joint research center for ai technology and all vista healthcare']	3	Analysis of Paralinguistics in Speech and Language
lian20b_interspeech	['national laboratory of pattern recognition, casia, beijing', 'cas center for excellence in brain science and intelligence technology, beijing', 'school of artificial intelligence, university of chinese academy of sciences, beijing']	3	Analysis of Paralinguistics in Speech and Language
yang20b_interspeech		12	Spoken Language Processing: Translation, Information Retrieval, Summarization, Resources and Evaluation
gutkin20_interspeech	['google research, london, united kingdom', 'british library, london, united kingdom']	12	Spoken Language Processing: Translation, Information Retrieval, Summarization, Resources and Evaluation
ha20_interspeech	['naver ai lab, naver corp., korea', 'naver clova, naver corp., korea', 'hankuk university of foreign studies, korea', 'the hong kong university of science and technology']	12	Spoken Language Processing: Translation, Information Retrieval, Summarization, Resources and Evaluation
wang20d_interspeech	['laix inc.', 'baidu research', 'shanghai key laboratory of artificial intelligence in learning and cognitive science']	12	Spoken Language Processing: Translation, Information Retrieval, Summarization, Resources and Evaluation
ramanarayanan20_interspeech	['educational testing service r&d', 'new montgomery street, suite 1450, san francisco, ca']	12	Spoken Language Processing: Translation, Information Retrieval, Summarization, Resources and Evaluation
ng20_interspeech	['department of electronic engineering, the chinese university of hong kong', 'department of otorhinolaryngology, head & neck surgery, the chinese university of hong kong']	12	Spoken Language Processing: Translation, Information Retrieval, Summarization, Resources and Evaluation
leino20_interspeech	['department of signal processing and acoustics, aalto university, finland', 'department of digital humanities, university of helsinki, finland']	12	Spoken Language Processing: Translation, Information Retrieval, Summarization, Resources and Evaluation
segbroeck20_interspeech	['amazon, usa', 'center for language and speech processing, johns hopkins university, baltimore, usa', 'ict-irst, fondazione bruno kessler, trento, italy']	12	Spoken Language Processing: Translation, Information Retrieval, Summarization, Resources and Evaluation
wang20e_interspeech	['department of psychiatry, university of oxford, uk', 'mathematical institute, university of oxford, uk', 'the alan turing institute, london, uk', 'department of computer science, university of warwick, uk']	12	Spoken Language Processing: Translation, Information Retrieval, Summarization, Resources and Evaluation
kirkedal20_interspeech	['it university of copenhagen (itu), copenhagen, denmark', 'interactions llc, usa']	12	Spoken Language Processing: Translation, Information Retrieval, Summarization, Resources and Evaluation
duroselle20_interspeech	['universite de lorraine, cnrs, inria, loria, f-54000 nancy, france']	4	Speaker and Language Identification
li20e_interspeech	['school of electronic science and engineering, xiamen university, china', 'school of informatics, xiamen university, china']		
li20f_interspeech	['school of electronic science and engineering, xiamen university, china', 'school of informatics, xiamen university, china']	4	Speaker and Language Identification
chowdhury20_interspeech	['qatar computing research institute, hbku, doha, qatar', 'asapp inc., new york, ny, usa', 'mit computer science and artificial intelligence laboratory, cambridge, ma, usa']	4	Speaker and Language Identification
lindgren20_interspeech	['department of signal processing and acoustics, aalto university, finland', 'department of digital humanities, university of helsinki, finland']	4	Speaker and Language Identification
alvarez20_interspeech	['universidad politecnica de madrid', 'university of hawaii at manoa', 'university of arizona']	4	Speaker and Language Identification
abdullah20_interspeech		4	Speaker and Language Identification
tits20_interspeech			
hu20b_interspeech	['universite de lorraine, cnrs, inria, loria, f-54000 nancy, france', 'https://gitlab.inria.fr/kaldi.web/kaldi-wasm']		
kelly20_interspeech	['soapbox labs, dublin, ireland']		
kelly20b_interspeech			
kulebi20_interspeech	['col·lectivat', 'universitat pompeu fabra', 'universitat politecnica de catalunya']		
ramanarayanan20b_interspeech	['∗modality.ai, inc.', '† university of california, san francisco', 'www.modality.ai']		
lin20b_interspeech	['department of applied mathematics, university of washington, seattle, usa', 'department of electrical & computer engineering, university of washington, seattle, usa']		
ren20_interspeech	"['chair of embedded intelligence for health care and wellbeing, university of augsburg, germany', ""department of biostatistics and health informatics, ioppn, king's college london, london, uk"", 'glam – group on language, audio, & music, imperial college london, uk']"	3	Analysis of Paralinguistics in Speech and Language
feng20_interspeech	['graduate school of informatics, kyoto university, sakyo-ku, kyoto, japan']	3	Analysis of Paralinguistics in Speech and Language
su20_interspeech	['department of electrical engineering, national tsing hua university', 'most joint research center for ai technology and all vista healthcare']	3	Analysis of Paralinguistics in Speech and Language
mallolragolta20_interspeech	"['eihw – chair of embedded intelligence for health care & wellbeing, university of augsburg, germany', ""department of biostatistics and health informatics, ioppn, king's college london, uk"", 'glam – group on language, audio, & music, imperial college london, uk']"	3	Analysis of Paralinguistics in Speech and Language
sridhar20_interspeech		3	Analysis of Paralinguistics in Speech and Language
latif20_interspeech	['university of southern queensland, australia', 'distributed sensing systems group, data61, csiro australia', 'information technology university, lahore, pakistan', 'university of new south wales, australia', 'queensland university of technology, australia', 'glam – group on language, audio, & music, imperial college london, uk', 'chair of embedded intelligence for health care and wellbeing, university of augsburg, germany']	3	Analysis of Paralinguistics in Speech and Language
dissanayake20_interspeech	['augmented human lab, auckland bioengineering institute, the university of auckland', 'empathic computing lab, auckland bioengineering institute, the university of auckland']	3	Analysis of Paralinguistics in Speech and Language
mao20_interspeech	['department of electronic engineering, the chinese university of hong kong, hong kong']	3	Analysis of Paralinguistics in Speech and Language
yeh20_interspeech	['department of electrical engineering, national tsing hua university', 'most joint research center for ai technology and all vista healthcare']	3	Analysis of Paralinguistics in Speech and Language
kumar20_interspeech	['microsoft corporation, redmond, wa']	8	Speech Recognition: Signal Processing, Acoustic Modeling, Robustness, Adaptation
moriya20_interspeech	['ntt corporation, japan']	8	Speech Recognition: Signal Processing, Acoustic Modeling, Robustness, Adaptation
tuske20_interspeech	['ibm research ai, yorktown heights, usa']	8	Speech Recognition: Signal Processing, Acoustic Modeling, Robustness, Adaptation
chen20c_interspeech	['google', 'simon fraser university']	8	Speech Recognition: Signal Processing, Acoustic Modeling, Robustness, Adaptation
shao20_interspeech		8	Speech Recognition: Signal Processing, Acoustic Modeling, Robustness, Adaptation
an20_interspeech	['speech processing and machine intelligence (spmi) lab, tsinghua university, china']	8	Speech Recognition: Signal Processing, Acoustic Modeling, Robustness, Adaptation
