paper_id	affiliations
variani22_interspeech	['google inc.']
nozaki22_interspeech	['graduate school of informatics, kyoto university, japan', 'revcomm, inc., japan']
tae22_interspeech	['yale university', 'supertone, inc.', 'neosapience, inc.']
kanda22_interspeech	['microsoft cloud+ai, usa', 'microsoft research asia, china']
bousquet22_interspeech	['lia - avignon university']
wang22_interspeech	['school of languages and linguistics, university of melbourne, australia', 'marcs institute for brain, behaviour and development, university of western sydney, australia']
meng22_interspeech	['microsoft corporation, usa', 'microsoft research asia, china']
saeed22_interspeech	['dept. of computer science and technology', 'university of cambridge']
xu22_interspeech	['university of science and technology of china (ustc), hefei, china', 'state key laboratory of acoustics, institute of acoustics, chinese academy of sciences, china']
yoo22_interspeech	['ai lab, cto division, lg electronics, seoul, republic of korea']
peyser22_interspeech	['cho1', 'center for data science, new york university, new york city, usa', 'google inc., u.s.a']
turrisi22_interspeech	['university of genoa', 'italian institute of technology', 'university of ferrara', ' pervoice']
huang22_interspeech	['tara n sainath, cyril allauzen, cal peyser, zhiyun lu', 'google research, usa']
li22_interspeech	['school of computer and control engineering, yantai university, yantai, china', 'key laboratory of child development and learning science of ministry of education,', 'school of biological science and medical engineering, southeast university, nanjing, china']
schmidt22_interspeech	['music technology group, universitat pompeu fabra', 'dolby laboratories']
liang22_interspeech	['key innovation group of digital humanities resource and research,', 'shanghai normal university, shanghai, china', 'unisound ai technology co., ltd., beijing, china']
ge22_interspeech	['shanghai normal university, shanghai, china', 'unisound ai technology co., ltd., beijing, china']
han22_interspeech	['mindslab inc., republic of korea', 'seoul national university, republic of korea']
cho22_interspeech	['mindslab inc., republic of korea', 'seoul national university, republic of korea', 'korea advanced institute of science and technology (kaist), republic of korea']
lee22_interspeech	['korea university, republic of korea']
wang22b_interspeech	"['college of design and innovation, tongji university, china', 'school of pop music & dance, shanghai institute of visual arts, china', ""northwestern polytechnical university, xi'an, china"", 'fuxi ai lab, netease inc., hangzhou, china']"
