paper_id	affiliations
koutsogiannaki15_interspeech	['multimedia informatics laboratory, csd, university of crete, greece', 'cambridge research laboratory, toshiba research europe ltd.']
jemaa15_interspeech	"[""unite de recherche signaux et systemes (u2s), ecole nationale d'ingenieurs de tunis (enit),"", 'universite de tunis el manar, bp37', ' tunis- belvedere, tunisia', 'cea linklab, telnet innovation labs', ' ariana, tunisia', 'signal processing laboratory (lts2), swiss federal institute of technoloy (epfl),', 'lausanne, switzerland', 'department of otolaryngology-head & neck surgery, stanford school of medicine,', 'stanford, california, usa', '∗both authors contributed equally to this work']"
schepker15_interspeech	['university of oldenburg, signal processing group, dept. of medical physics and acoustics', 'and the cluster of excellence hearing4all, oldenburg, germany', 'fraunhofer idmt, project group hearing, speech, and audio technology,', 'oldenburg, germany']
rottschafer15_interspeech	['social cognitive systems group – faculty of technology and citec', 'bielefeld university, po-box 10 01 31', ' bielefeld, germany']
jokinen15_interspeech	['aalto university, department of signal processing and acoustics, espoo, finland']
kumar15_interspeech	['signal analysis and interpretation lab,', 'department of electrical engineering,', 'university of southern california, los angeles.']
orozcoarroyave15_interspeech	['faculty of engineering, universidad de antioquia, medellin, colombia', 'pattern recognition lab, friedrich-alexander-universitat, erlangen-nurnberg, germany', 'department of neurology, knappschaftskrankenhaus, ruhr-university bochum, germany', 'faculty of electrical engineering, czech technical university, prague, czech republic', 'first faculty of medicine, charles university, prague, czech republic', 'corresponding author:']
villacanas15_interspeech	['faculty of engineering, universidad de antioquia udea, calle 70 no. 52-21, medellin, colombia.', 'friedrich alexander universitat, erlangen-nurnberg, germany']
vasquezcorrea15_interspeech	['faculty of engineering. universidad de antioquia udea, medellin, colombia.', 'pattern recognition lab, friedrich-alexander-universitat, erlangen-nurnberg, germany', 'corresponding author:']
cummins15_interspeech	['school of elec. eng. and telecomm., the university of new south wales, sydney australia', 'atp research laboratory, national ict australia (nicta), australia', 'experimental industrial psychology, university of wuppertal, wuppertal, germany', 'industrial psychology, rhenish university of applied sciences cologne, germany']
marchi15_interspeech	['machine intelligence & signal processing group, mmk, technische universitat munchen, germany', 'department of computing, imperial college london, uk', 'chair of complex & intelligent systems, university of passau, germany', 'autism research centre, university of cambridge, uk', 'department of psicology, bar-ilan university, israel', 'center of neurodelopmental disorders, karolinska intitute, sweden', 'department of communication engineering, university of paderborn, germany']
liu15_interspeech	['the johns hopkins university, baltimore, md usa', 'microsoft corporation, redmond, wa usa']
tam15_interspeech	['microsoft corporation']
vukotic15_interspeech	['insa de rennes, rennes, france', 'inria/irisa, rennes, france', 'cnrs, france']
ravuri15_interspeech	['international computer science institute', ' university of california, berkeley, ca, usa', 'microsoft research, mountain view, ca, usa']
lu15_interspeech	['graduate institute of computer science and information engineering, national taiwan university', 'graduate institute of communication engineering, national taiwan university']
morchid15_interspeech	['lia - university of avignon (france)']
sheikh15_interspeech	['universite de lorraine, loria, umr 7503, vandoeuvre-les-nancy, f-54506, france', 'inria, villers-les-nancy, f-54600, france', 'cnrs, loria, umr 7503, vandoeuvre-les-nancy, f-54506, france']
boutin15_interspeech	['ecole de technologie superieure, montreal, canada', 'nuance communications, montreal, canada']
yang15_interspeech	['tsinghua national laboratory for information science and technology', 'department of electronic engineering, tsinghua university, beijing 100084, china']
chiu15_interspeech	['language technologies institute, carnegie mellon university, pittsburgh, pa, usa']
shen15_interspeech	['graduate institute of communication engineering, national taiwan university,', 'mit computer science and artificial intelligence laboratory']
charlet15_interspeech	['orange labs, lannion, france']
ramanarayanan15_interspeech	['educational testing service r&d', '†90 new montgomery st, #1500, san francisco, ca', '‡660 rosedale road, princeton, nj']
racca15_interspeech	['adapt centre', 'school of computing', 'dublin city university', 'dublin 9, ireland']
chen15_interspeech	['*institute of information science, academia sinica, taiwan', '#national taiwan normal university, taiwan', '†national taiwan university, taiwan']
renkens15_interspeech	['department electrical engineering-esat, katholieke universiteit leuven', 'kasteelpark arenberg 10, bus 2441, b-3001 leuven belgium']
bastianelli15_interspeech	['dicii', ' dii - university of rome tor vergata - rome, italy', 'diag - sapienza university of rome - rome, italy']
luan15_interspeech	['mitsubishi electric research laboratories']
ferreira15_interspeech	['ceri-lia, university of avignon, avignon - france']
tafforeau15_interspeech	
yang15b_interspeech	['tsinghua national laboratory for information science and technology', 'department of electronic engineering, tsinghua university, beijing 100084']
lopes15_interspeech	['kth speech, music and hearing, stockholm, sweden', 'ist/inesc-id lisboa, lisboa, portugal', 'iscte/inesc-id lisboa, lisboa, portugal']
crook15_interspeech	['microsoft corporation, redmond wa 98052, usa']
solanki15_interspeech	['glasgow university laboratory of phonetics, university of glasgow, glasgow (uk)', 'school of computing science, university of glasgow, glasgow (uk)']
laskowski15_interspeech	['carnegie mellon university, pittsburgh pa, usa', 'voci technologies inc., pittsburgh pa, usa']
llimona15_interspeech	['telefonica research', 'edificio telefonica-diagonal 00, barcelona, spain']
callejas15_interspeech	['dept. of languages and computer systems, university of granada / citic-ugr, granada, spain', 'dept. of computer science, university carlos iii of madrid, leganes, spain']
nakamura15_interspeech	
gravano15_interspeech	['departamento de computacion, fceyn, universidad de buenos aires, argentina', 'national scientific and technical research council (conicet), buenos aires, argentina', 'constantine the philosopher university in nitra & ii-slovak academy of sciences, slovakia', 'dept. of computer and information science, brooklyn college cuny, new york, ny, usa', 'dept. of computer science, columbia university, new york, ny, usa']
chowdhury15_interspeech	['department of information engineering & computer science, university of trento, italy']
christodoulides15_interspeech	['centre valibel, institute for language & communication, universite de louvain, belgium', 'dtal, faculty of modern & medieval languages, university of cambridge, uk']
hakkanitur15_interspeech	['microsoft, usa']
despotovic15_interspeech	['university of belgrade, technical faculty of bor, serbia', 'university of paderborn, department of communications engineering, germany']
svec15_interspeech	['ntis - new technologies for information society', 'university of west bohemia, pilsen, czech republic']
chen15b_interspeech	['school of computer science, carnegie mellon university', 'forbes avenue, pittsburgh, pa 15213-3891, usa']
szekely15_interspeech	['school of computer science and informatics', 'university college dublin', 'belfield, dublin 4, ireland']
cowan15_interspeech	
ma15_interspeech	['department of computer science, university of sheffield, sheffield s1 4dp, uk']
schymura15_interspeech	['institute of communication acoustics, ruhr-universitat bochum, germany', 'institute of communications engineering, university of rostock, germany']
may15_interspeech	['hearing systems group,', 'technical university of denmark,', 'dk-2800 kgs. lyngby, denmark']
kayser15_interspeech	['medizinische physik, universitat oldenburg, germany', 'signal processing, universitat oldenburg, germany', 'cluster of excellence “hearing4all”, universitat oldenburg, germany']
gomez15_interspeech	['honda research institute japan co., ltd.']
chen15c_interspeech	['key lab. of shanghai education commission for intelligent interaction and cognitive engineering', 'speechlab, department of computer science and engineering', 'shanghai jiao tong university, shanghai, china']
stafylakis15_interspeech	['centre de recherche informatique de montreal (crim), quebec, canada', 'voicetrust, ontario, canada']
knyazeva15_interspeech	['limsi – cnrs – rue john von neumann, orsay, france.', 'universite paris sud – orsay, france.']
cumani15_interspeech	['dipartimento di automatica e informatica, politecnico di torino, torino, italy']
panda15_interspeech	['tcs innovation labs-mumbai,', 'yantra park, thane, maharshtra, india', '.']
doroshin15_interspeech	['stel - computer systems ltd., moscow, russia']
novoselov15_interspeech	['speech technology center ltd., st. petersburg, russia', 'itmo university, st. petersburg, russia']
vaquero15_interspeech	['agnitio s.l., madrid, spain']
kelly15_interspeech	['center for robust speech systems (crss),', 'university of texas at dallas, richardson, texas, usa']
chen15d_interspeech	['national engineering laboratory for speech and language information processing, ustc, china', 'institute for infocomm research, a*star, singapore', 'this paper investigates the use of frame alignment given by a', 'deep neural network (dnn) for text-constrained speaker verifi-', 'cation task, where the lexical contents of the test utterances are', 'limited to a finite set of vocabulary. the dnn makes use of', 'information carried by the target and its contextual frames to', 'assign it probabilistically to one of the phonetic states. the', 'frame alignment is therefore more precise and less ambiguous', 'than that generated by a gaussian mixture model (gmm). using', 'the dnn alignment, we show that an i-vector can be decom-', 'posed into segments of local variability vectors, each corre-', 'sponding to a monophone, where each local vector models ses-', 'sion variability given the phonetic context. based on the local', 'vectors, the content matching between the utterances for com-', 'parison can be accomplished in the plda scoring. experiments', 'conducted on the rsr2015 database shows that the proposed', 'phone-centric local variability vector achieves a better perform-', 'ance compared to the i-vector.', 'index terms— text-constrained speaker verification, deep neu-', 'ral network, phone-centric local variability', '. introduction', 'over recent years, many approaches based on gaussian mixture', 'model–universal background model (gmm-ubm) [1] have been', 'proposed for speaker verification [2]. based upon similar', 'framework as the eigenvoice model [3], the i-vector was pro-', 'posed in [4] and soon became the mainstream method in speaker', 'verification. similar to a supervector [5], an i-vector is a fixed-', 'length representation of a speech utterance, which typically con-', 'sists of varying number of frames. besides, an i-vector offers a', 'low-dimensional representation of the total variability, contain-', 'ing both speaker and channel information, rendered in an utter-', 'ance. channel compensation could then be performed using the', 'probabilistic linear discriminant analysis (plda) [6], which', 'also serves as the backend classifier.', 'i-vectors have proven to be very effective for text-', 'independent verification when both the training and test utter-', 'ances are of long duration. in text-constrained speaker verifica-', 'tion task, the lexical content of the spoken utterances are con-', 'fined to a finite known set and always of short duration [7]. for', 'short utterances, the content mismatch between the enrollment', 'and test utterances makes it difficult for i-vectors to be applied', 'directly [8', ']. in [11], we proposed the local variability model', '(lvm) with the aim to capture the local variability associated', 'with individual gaussians of the ubm. it unties a shared i-', 'vector among all the gaussians by assigning a local variability', 'vector to each gaussian component. lvm offers a flexible way', 'to compare two utterances in a content-wise manner which may', 'provide a viable solution to the content mismatch problem be-', 'tween utterances of short duration.', 'individual gaussian components of the ubm can be thought', 'of the representation of some low-level acoustic events [10].', 'however, it is generally difficult to associate such events to any', 'well-defined phonetic classes since the ubm is trained in an', 'unsupervised manner. the lexical content modeled by individual', 'gaussians is therefore ambiguous without clear phonetic defini-', 'tion. this problem was addressed in [12] and [13], using deep', 'neural network (dnn) for i-vector extraction. with the dnn for', 'triphone models trained for automatic speech recognition (asr),', 'speech frames are aligned to a predefined set of tied-states,', 'which are treated as gaussian-like units in the i-vector frame-', 'work. thus, every unit is endowed with clear phonetic meaning.', 'in [14], a method to perform the content-matching at the sta-', 'tistics level was proposed, which was shown to be effective for', 'the tasks where the lexical contents of the test utterance is con-', 'fined to those for enrolment. however, in such a method, the i-', 'vectors need to be estimated for the enrolment and test utteranc-', 'es in every trial, resulting in complex computation in the testing', 'phase. in this paper, treating the output nodes of a dnn trained', 'as a monophonic acoustic model for asr as gaussian-like units,', 'we propose to estimate the phone-centric local variability vectors.', 'the benefit of such phone-centric local vectors is that, they are', 'estimated independently before speaker comparison, and can be', 'selected to be compared according to their corresponding pho-', 'netic contents during the subsequent plda scoring, performing', 'content-matching. we show that such local vectors outperform', 'the (dnn) i-vector in the content-matching.', 'the rest of this paper is organized as follows. section 2 re-', 'views the i-vector extraction briefly. section 3 describes the', 'local variability modeling. section 4 proposes the phone-centric', 'local variability vectors. section 5 shows the results of our ex-', 'periments. section 6 is the conclusion.', '. i-vector extraction with gmm vs. dnn', '.1 gmm i-vector', 'the purpose of i-vector extraction is to find a compressed repre-', 'sentation of the speaker and channel information rendered in a', 'variable-length utterance [4]. the fundamental assumption is', 'that the feature vector sequence of the utterance is generated', 'from a session-specific gmm. furthermore, the mean super-', 'vector of the gmm', 'r', 'm  is confined to a low-dimensional sub-', 'space t with origin \x02 , as follows', 'r', 'r', '\x02', '\x03', 'm', '\x02', 'tw ,', '(1)']
george15_interspeech	['machine intelligence research lab., amrita vishwa vidyapeetham, coimbatore, india', 'tcs innovation labs., mumbai, india']
shiota15_interspeech	['tokyo metropolitan university, hino, tokyo', '-0065, japan.', 'national institute of informatics, chiyoda, tokyo', '-8430, japan.', 'the institue of statistical and mathematics, tachikawa', '-8562, japan.']
hurmalainen15_interspeech	['department of signal processing, tampere university of technology, tampere, finland', 'department of signal processing and acoustics, aalto university, espoo, finland']
alam15_interspeech	['crim, montreal (qc) canada']
lee15_interspeech	['institute for infocomm research, a*star, singapore', 'universite du mans - lium, france', 'centre de recherche informatique de montreal (crim), quebec, canada', 'agnitio research, somerset west, south africa', 'novolanguage, the netherlands', 'ibm research – haifa, israel', 'voicetrust, ontario, canada', 'agnitio s l., madrid, spain']
he15_interspeech	['school of computer science and technology, harbin university of science and technology', 'school of computer science and technology, harbin institute of technology, harbin, china']
nautsch15_interspeech	['⋆da/sec – biometrics and internet security research group, hochschule darmstadt, germany', '†department of signal processing and acoustics, aalto university, finland']
fredes15_interspeech	
shokouhi15_interspeech	['center for robust speech systems (crss)', 'the university of texas at dallas,tx 75080-3021, usa']
wang15_interspeech	['tianjin key laboratory of cognitive computation & its applications, tianjin university, tianjin,', 'p. r china', 'center for speaker and language technologies (cslt), tsinghua university, beijing, p r.', 'china', 'school of information science, japan advanced institute of science and technology, ishikawa,', 'japan']
yella15_interspeech	['idiap research institute, ch-1920 martigny, switzerland.', 'microsoft research, mountain view, ca, u.s.a.']
shapiro15_interspeech	['afeka tel-aviv academic college of engineering, afeka center for language processing (aclp),', 'israel']
fedorova15_interspeech	['university of eastern finland, finland', 'brno university of technology, czech republic']
banse15_interspeech	['the national institute of standards and technology, gaithersburg, maryland usa', 'human language technology center of excellence, johns hopkins university, baltimore,', 'maryland usa', 'mit lincoln laboratory, lexington, massachusetts usa', 'u.s. department of defense, fort meade, maryland usa']
martin15_interspeech	['the national institute of standards and technology, gaithersburg, maryland, usa', 'u.s. department of defense, fort meade, maryland, usa', '*contractor    #guest researcher']
desplanques15_interspeech	['elis multimedia lab', 'ghent university - iminds, belgium']
inoue15_interspeech	['graduate school of informatics, kyoto university, japan', 'graduate school of information science and engineering, ritsumeikan university, japan', 'academic center for computing and media studies, kyoto university, japan']
delgado15_interspeech	['caiac, autonomous university of barcelona, cerdanyola del valles, spain', 'sinkronigo s.l., barcelona, spain', 'ceri/lia, university of avignon, france']
sell15_interspeech	['human language technology center of excellence', 'johns hopkins university, baltimore, md, usa']
woubie15_interspeech	['talp research center, department of signal theory and communications,', 'universitat politecnica de catalunya, barcelona, spain', 'telefonica research, edificio telefonica-diagonal, barcelona, spain']
madikeri15_interspeech	['idiap research institute , ch-1920 martigny, switzerland']
raitio15_interspeech	['department of signal processing and acoustics, aalto university, finland', 'institute of behavioural sciences, university of helsinki, finland']
sitaram15_interspeech	['carnegie mellon university, usa']
inai15_interspeech	['graduate school of natural science and technology , okayama university, japan', 'ntt media intelligence laboratories, ntt corporation, japan']
lu15b_interspeech	['nuance communications inc.']
ohtani15_interspeech	['knowledge media laboratory, coorporate r & d center, toshiba corporation']
xie15_interspeech	['key laboratory of human-machine intelligence-synergy systems,', 'shenzhen institutes of advanced technology, chinese academy of sciences, china', 'cambridge university engineering dept, trumpington st., cambridge, cb2 1pz u.k.', 'the chinese university of hong kong, hong kong, china']
mohammadi15_interspeech	['center for spoken language understanding, oregon health & science university', 'portland, or, usa']
huber15_interspeech	['sound analysis/synthesis team, ircam-cnrs-upmc stms', ' paris, france', 'stefan (dot) huber, axel (dot) roebel (at) ircam (dot) fr']
huang15_interspeech	['dept. of computer science and information engineering', 'national cheng-kung university, tainan, taiwan']
oshima15_interspeech	['graduate school of information science, nara institute of science and technology, japan']
toman15_interspeech	['ftw telecommunications research center vienna, austria']
wu15_interspeech	['the centre for speech technology research, university of edinburgh, united kingdom']
wang15b_interspeech	['national laboratory of pattern recognition, institute of automation,', 'chinese academy of sciences, beijing, china', 'beijing key laboratory of mobile computing and pervasive device,', 'institute of computing technology, chinese academy of sciences, beijing, china']
ninh15_interspeech	['graduate school of science and engineering, ritsumeikan university, japan']
merritt15_interspeech	['the centre for speech technology research, university of edinburgh, united kingdom', 'national institute of informatics, japan']
chen15e_interspeech	['key laboratory of shanghai education commission for', 'intelligent interaction and cognitive engineering', 'speechlab, department of computer science and engineering', 'shanghai jiao tong university, shanghai, china']
watts15_interspeech	['centre for speech technology research, university of edinburgh, uk']
betz15_interspeech	['bielefeld university, phonetics and phonology workgroup', 'bielefeld university, dialogue systems group']
szaszak15_interspeech	['department of telecommunications and media informatics,', 'budapest university of technology and economics', 'research institute for linguistics, hungarian academy of sciences']
lanchantin15_interspeech	['†cambridge university engineering department, cambridge cb2 1pz, uk', '∗centre for speech technology research, university of edinburgh, edinburgh eh8 9ab, uk']
thu15_interspeech	['multilingual translation lab., nict, kyoto, japan', 'natural language processing lab., ucsy, yangon, myanmar', 'spoken language communication lab., nict, kyoto, japan']
takaki15_interspeech	['national institute of informatics (nii), tokyo', '-8430, japan', 'naver labs, naver corporation, seongnam', '-867, korea', 'the centre for speech technology research (cstr),', 'university of edinburgh, edinburgh, eh8 9lw, united kingdom']
yao15_interspeech	['microsoft research']
kay15_interspeech	['centre for speech technology research, university of edinburgh, uk', 'speech technology group, universidad politecnica de madrid, spain']
eger15_interspeech	['text technology lab, goethe university frankfurt am main']
ding15_interspeech	"[""school of computer science, northwestern polytechnical university, xi'an, china"", ""school of software and microelectronics, northwestern polytechnical university, xi'an, china""]"
tobing15_interspeech	['graduate school of information science, nara institute of technology ( naist), japan']
cornu15_interspeech	['university of east anglia']
sitaram15b_interspeech	['carnegie mellon university, usa', 'university of california, san francisco, usa']
wester15_interspeech	['the centre for speech technology research, the university of edinburgh, uk', 'cereproc ltd., uk', 'cambridge university engineering department, university of cambridge, uk']
evrard15_interspeech	"['limsi-cnrs, audio & acoustic group', ""rue john von neumann, campus universitaire d'orsay"", 'bˆat. 508, f-91405 orsay cedex, france']"
ardaillon15_interspeech	['ircam - umr stms (ircam - cnrs - sorbonne universites upmc paris 06)', 'paris, france']
jauk15_interspeech	['speech processing group (veu), signal theory and communication department', 'universitat politecnica de catalunya, upc campus nord, c/jordi girona 1-3', ' barcelona', 'multimedia technologies group (gtm), atlanttic research centre, universidade de vigo', 'e.e. de telecomunicacion, campus universitario de vigo', ' vigo']
aryal15_interspeech	['department of computer science and engineering, texas a&m university']
matousek15_interspeech	['department of cybernetics', 'new technologies for the information society (ntis)', 'faculty of applied sciences, university of west bohemia, czech rep.']
schweitzer15_interspeech	['institute for natural language processing, university of stuttgart, germany']
chen15f_interspeech	['institute for infocomm research, singapore']
wong15_interspeech	['human-computer communications laboratory,', 'department of systems engineering and engineering management', 'stanley ho big data decision analytics research centre,', 'school of life sciences,', 'cuhk-utrecht university centre for language, mind and brain,', 'department of linguistics and modern languages,', ',2,3,4the chinese university of hong kong, hong kong sar, china', 'department of linguistics, university of washington, seattle, wa usa']
arsikere15_interspeech	['data analytics lab, xerox research center–india (xrci), bangalore, karnataka, india']
can15_interspeech	['department of computer science and 2department of electrical engineering,', 'university of southern california, los angeles, ca, usa', 'department of psychiatry and behavioral sciences, university of washington, seattle, wa, usa']
vapnarsky15_interspeech	['centre erea du lesc, cnrs & universite paris ouest, france', 'limsi-cnrs, univ. paris-sud', ', orsay, france']
hasan15_interspeech	['the university of sheffield, sheffield, united kingdom']
kuang15_interspeech	['department of linguistics, university of pennsylvania, u.s.a.']
bao15_interspeech	['school of computer software, tianjin university', 'school of computer science and technology, tianjin university', 'chinese academy of social science', 'school of information science, jaist, japan']
barbier15_interspeech	['speech and cognition department, gipsa-lab, cnrs & grenoble university, grenoble, france', 'anatomy laboratory, montpellier university, montpellier, france', 'lpnc, cnrs & grenoble university, grenoble, france', 'crnl, inserm, cnrs & lyon 1 university, lyon, france']
sivaraman15_interspeech	
barbier15b_interspeech	['speech and cognition department, gipsa-lab & grenoble university, grenoble, france', 'department of linguistics, universite du quebec a montreal, montreal, quebec, canada', 'univ. grenoble alpes, timc-imag, f-38000 grenoble, france', 'cnrs, timc-imag, f-38000 grenoble, france', 'haskins laboratories, new haven, connecticut, usa', 'mit, cambridge, massachusetts, usa;', 'boston university, boston, massachusetts, usa']
kaburagi15_interspeech	['kyushu university', '-9-1 shiobaru, minami-ku, fukuoka, japan']
skordilis15_interspeech	['signal analysis & interpretation lab, university of southern california, los angeles, ca, usa', 'educational testing service r&d', ' new montgomery st, #1500, san francisco, ca, usa', 'department of linguistics, university of southern california, los angeles, ca, usa']
fer15_interspeech	
mccree15_interspeech	['human language technology center of excellence', 'johns hopkins university, baltimore, md, usa']
song15_interspeech	['national engineering laboratory of speech and language information processing,', 'university of science and technology of china, hefei, china']
lozanodiez15_interspeech	['atvs-biometric recognition group, universidad autonoma de madrid, madrid, spain']
hautamaki15_interspeech	['school of computing, university of eastern finland, finland', 'faculty of architecture and engineering, university of enna ”kore”, italy', 'school of ece, georgia institute of technology, usa']
geng15_interspeech	['interactive digital media technology research center', 'institute of automation chinese academy of sciences, beijing 100190, china']
asaei15_interspeech	['idiap research institute, martigny, switzerland', 'ecole polytechnique federale de lausanne (epfl), switzerland']
lenarczyk15_interspeech	['institute of computer science, polish academy of sciences', '(ipi pan)']
issing15_interspeech	['computer networks and communication systems, dept. of computer science,', 'university of erlangen, germany', 'fraunhofer institut integrierte schaltungen, erlangen']
issing15b_interspeech	['computer networks and communication systems, dept. of computer science,', 'university of erlangen, germany', 'fraunhofer institut integrierte schaltungen, erlangen']
hines15_interspeech	['school of computing, dublin institute of technology, ireland', 'sigmedia, school of engineering, trinity college dublin, ireland']
gallardo15_interspeech	['faculty of estem, university of canberra, australia', 'quality and usability lab, telekom innovation laboratories, tu berlin, germany']
levit15_interspeech	['microsoft corporation, u.s.a.']
kobayashi15_interspeech	['nhk (japan broadcasting corporation)', 'science and technology research laboratories, tokyo, japan']
ma15b_interspeech	['center for speech and language technology (cslt),', 'research institute of information technology, tsinghua university', 'tsinghua national lab for information science and technology']
masumura15_interspeech	['† ntt media intelligence laboratories, ntt corporation, japan', '‡ graduate school of engineering, tohoku university, japan']
aleksic15_interspeech	['google inc.']
vasserman15_interspeech	['google, inc.']
schuller15_interspeech	['department of computing, imperial college london, uk', 'chair of complex & intelligent systems, university of passau, germany', 'pattern recognition lab, fau erlangen-nuremberg, germany', 'machine intelligence & signal processing group, tum, munich, germany', 'faculty of engineering, universidad de antioquia, medellin, colombia']
montacie15_interspeech	['stih laboratory, paris sorbonne university', ' rue serpente', ', paris, france', 'paris descartes university', ' rue des saints-peres', ', paris, france']
ribeiro15_interspeech	['l2f – spoken language systems laboratory – inesc-id lisboa', 'instituto superior tecnico, universidade de lisboa, portugal', 'vivolab, i3a, universidad de zaragoza, spain', 'flul/clul, universidade de lisboa, portugal', 'iscte-iul – instituto universitario de lisboa, portugal']
black15_interspeech	['signal analysis & interpretation laboratory, univ. of southern california, los angeles, ca, usa', 'information sciences institute, univ. of southern california, marina del rey, ca, usa', 'behavioral informatix, llc, los angeles, ca, usa', 'http://sail.usc.edu,', 'www.isi.edu,', 'www.behavioralinformatix.com']
sztaho15_interspeech	['budapest university of technology and economics', 'department of telecommunications and media informatics']
zlotnik15_interspeech	['speech technology group, etsit, universidad politecnica de madrid, spain', 'dept. of signal theory and communications, universidad carlos iii de madrid, spain']
an15_interspeech	['department of computer science, cuny graduate center, usa', 'department of linguistics, cuny graduate center, usa', 'department of computer science, queens college (cuny), usa']
hahm15_interspeech	['speech disorders & technology lab, department of bioengineering', 'callier center for communication disorders', 'university of texas at dallas, richardson, texas, united states', 'university of texas southwestern medical center, dallas, texas, united states']
williamson15_interspeech	['mit lincoln laboratory, lexington, massachusetts, usa', 'massachusetts institute of technology, cambridge, massachusetts, usa']
prasad15_interspeech	['electrical engineering, indian institute of science (iisc), bangalore-560012, india']
wagner15_interspeech	['university of augsburg, lab for human centered multimedia, germany']
pir15_interspeech	['department of computer science', 'the graduate center', 'queens college', 'city university of new york, new york, usa']
pellegrini15_interspeech	['universite de toulouse; ups; irit; toulouse, france']
milde15_interspeech	['language technology group, tu darmstadt, germany']
kaya15_interspeech	['department of computer engineering, bogazici university, bebek, ˙istanbul, turkey', 'st. petersburg institute for informatics and automation of russian academy of sciences, russia', 'itmo university, st. petersburg, russia']
kim15_interspeech	['signal analysis & interpretation laboratory, univ. of southern california, los angeles, ca, usa', 'information sciences institute, univ. of southern california, marina del rey, ca, usa', 'http://sail.usc.edu,', 'www.isi.edu']
grosz15_interspeech	['institute of informatics, university of szeged, hungary', 'department of computer science, university of paderborn, germany', 'mta-szte research group on artificial intelligence, szeged, hungary']
houghton15_interspeech	['school of electronic, electrical and systems engineering,', 'gisbert kapp building, university of birmingham b15 2tt, uk.']
zeng15_interspeech	['center for speech and language technology (cslt),', 'research institute of information technology, tsinghua university', 'tsinghua national lab for information science and technology', 'beijing university of posts and telecommunications', 'chongqing university of posts and telecommunicatoins']
chen15g_interspeech	['center for language and speech processing', 'human language technology center of excellence', 'the johns hopkins university, baltimore, md 21218, usa']
davel15_interspeech	['multilingual speech technologies, north-west university, vanderbijlpark, south africa.', 'raytheon bbn technologies, cambridge, ma 02138, usa.']
zheng15_interspeech	['national laboratory of pattern recognition, institute of automation,', 'chinese academy of sciences, beijing, p.r.china', 'electric power research institute of shanxi electric power company, china state grid corp']
marcheret15_interspeech	['ibm thomas j watson research center, yorktown heights, ny 10598, usa', 'dept. of electrical and computer engineering, university of thessaly, volos 38221, greece', 'ibm czech republic, prague-chodov 14800, czech republic']
kalantari15_interspeech	['speech, audio, image, and video technologies, science and engineering faculty', 'queensland university of technology', ' george st, brisbane, australia 4000']
